static_norm,adaptive_norm,delta_norm,static_wait,adaptive_wait,delta_wait,static_time,adaptive_time,delta_time,static_gens,adaptive_gens,delta_gens
91.57,92.61,1.04,34.79,33.99,-0.8,6.448,7.006,0.557,58.37,60.43,2.07
