static_norm,adaptive_norm,delta_norm,static_wait,adaptive_wait,delta_wait,static_time,adaptive_time,delta_time,static_gens,adaptive_gens,delta_gens
99.93,99.93,0.0,9.84,10.34,0.5,48.064,48.939,0.875,38.8,40.93,2.13
