static_norm,adaptive_norm,delta_norm,static_wait,adaptive_wait,delta_wait,static_time,adaptive_time,delta_time,static_gens,adaptive_gens,delta_gens
99.8,99.64,-0.16,14.79,16.09,1.29,41.099,35.423,-5.676,42.83,41.03,-1.8
